享|B8 G8 S8 F1893 N293 V92 H2051 DK1296 L308 IN1672 E1162 P2-2-6 I2j5.1 Yxiang3|キョウ コウ う.ける|たか たかし とおる みち||receive, undergo, answer (phone), take, get, catch
京|B8 G2 S8 F74 N295 V93 H2052 DK1297 L312 IN189 E99 P2-2-6 I2j6.3 Yjing1|キョウ ケイ キン みやこ|たか||capital, 10**16
亭|B8 G8 S9 F1627 N303 V96 H2072 DK1314 L311 IN1184 E1614 P2-2-7 I2j7.5 Yting2|テイ チン|||pavilion, restaurant, mansion, arbor, cottage, vaudeville, music hall, stage name
亮|B8 G9 S9 F1821 N302 V95 H2071 DK1313 L2920 IN2010 P2-2-7 I2j7.6 Yliang4|リョウ あきらか|あき すけ まこと あきら よし きょう たすく ふさ||clear, help
亯|B8 S9 P2-2-7 Yheng1|キョウ コウ う.ける|||to receive, to enjoy
亰|B8 S9 N299 V94 P2-2-7 Yjing1|キョウ ケイ キン みやこ|||capital city
亳|B8 S10 V97 P2-2-8 I2j8.4 Ybo4|ハク|||an ancient Chinese capital
亶|B8 S13 V98 P2-2-11 I2j11.4 Ydan3|タン セン あつ.い ほしいまま|||truly, wholly, cordial
亹|B8 S21 P2-2-19 Ywei3 Ywei4|ビ ミ ボン モン つと.める うつく.しい|||progress, busy, untiring, exert
人|B9 G1 S2 F5 N339 V99 H3368 DK2111 L951 IN1 E39 P4-2-4 I2a0.1 Yren2|ジン ニン ひと -り -と|じ と ね ひこ ふみ||person
亻|B9 S2 Yren2||||radical number 9
亼|B9 S3 Yji2 wu2|シュウ ジュウ あつまる|||to assemble. to gather together
什|B9 S4 N345 V105 L2968 P1-2-2 I2a2.2 Yshi2 Yshen2 Yshe2|ジュウ シュウ|||utensil, thing, ten
仁|B9 G6 S4 F1332 N349 V110 H20 DK11 L988 IN1619 E906 P1-2-2 I2a2.8 Yren2|ジン ニ ニン|きみ く さと しのぶ じ と のり ひと ひとし ひろ まさ まさし やす よし||humanity, virtue, benevolence, charity, man, kernel
仂|B9 S4 N342 V101 H22 P1-2-2 Yle4|ドウ リュク リキ ロク リョク はたら.く|||surplus or excess, remainder
仃|B9 S4 P1-2-2 Yding1|テイ|||lonely, solitary
仄|B9 S4 N815 V107 H2946 L2153 P3-2-2 I2p2.1 Yze4|ソク ほの.か ほの- ほの.めかす ほの.めく かたむ.く|||be seen dimly, suggest, intimate, faint, stupid, hint
仆|B9 S4 N343 V103 P1-2-2 I2a2.3 Ypu1 Ypu2|フ たお.れる|||fall, lie down, bend
仇|B9 S4 F2322 N346 V106 L2114 P1-2-2 I2a2.4 Ychou2 Yqiu2|キュウ グ あだ あた かたき つれあい|||foe, enemy, revenge, grudge, feud
仈|B9 S4 Yba1 cong1 zong1 zong4|ハツ ハチ|||
今|B9 G2 S4 F49 N352 V112 H1968 DK1246 L1587 IN51 E125 P2-2-2 I2a2.10 Yjin1|コン キン いま|な||now
介|B9 G8 S4 F617 N347 V108 H1967 DK1245 L250 IN453 E1059 P2-2-2 I2a2.9 Yjie4|カイ|すけ ゆき||jammed in, shellfish, mediate, concern oneself with
仍|B9 S4 N344 V104 P1-2-2 I2a2.7 Yreng2|ジョウ ニョウ よ.って しきりに なお よる|||therefore, consequently
从|B9 S4 V102 P1-2-2 Ycong2|ショウ ジュウ ジュ したが.う したが.える より|||two people
仏|B9 G5 S4 F819 N351 V111 H19 DK10 L964 IN583 E784 P1-2-2 I2a2.5 Yfo2 Yfu2|ブツ フツ ほとけ|||Buddha, the dead, France
仐|B9 S4 N341 V100 H1969 P2-2-2 Ysan3|サン かさ|||
仔|B9 G9 S5 N358 V119 H33 L2113 P1-2-3 I2a2.1 Yzi3 Yzai3|シ こ た.える|||offspring
仕|B9 G3 S5 F439 N362 V123 H34 DK21 L960 IN333 E285 P1-2-3 I2a3.2 Yshi4|シ ジ つか.える|||attend, doing, official, serve
他|B9 G3 S5 F543 N361 V122 H35 DK22 L961 IN120 E334 P1-2-3 I2a3.4 Yta1|タ ほか|||other, another, the others
仗|B9 S5 N357 V118 P1-2-3 I2a3.5 Yzhang4|ジョウ チョウ つえ つわもの まわり よる|||cane, stick
付|B9 G4 S5 F322 N363 V124 H31 DK19 L1000 IN192 E574 P1-2-3 I2a3.6 Yfu4|フ つ.ける -つ.ける -づ.ける つ.け つ.け- -つ.け -づ.け -づけ つ.く -づ.く つ.き -つ.き -つき -づ.き -づき|つけ||adhere, attach, refer to, append
仙|B9 G8 S5 F1157 N359 V120 H32 DK20 L986 IN1891 E1490 P1-2-3 I2a3.1 Yxian1|セン セント|そま のり||hermit, wizard, cent
仚|B9 S5 P2-2-3 Yxian1|ケン とぶ|||to fly
仛|B9 S5 P1-2-3 Ycha4|タ タク おとめ よ.る|||young girl, strange, different
仞|B9 S5 N356 V116 P1-2-3 I2a3.8 Yren4|ジン はか.る|||fathom
仟|B9 S5 N353 V113 P1-2-3 I2a3.7 Yqian1|セン ち かしら|||thousand
仠|B9 S5 P1-2-3 Ygan3|カン そこ.なう|||
仡|B9 S5 P1-2-3 Yyi4 Yge1|キツ コチ いさ.ましい|||strong, valiant
仢|B9 S5 P1-2-3 Ydi2|ハク シャク チャク テキ まるきばし|||
代|B9 G3 S5 F66 N364 V125 H30 DK18 L1005 IN256 E338 P1-2-3 I2a3.3 Ydai4|ダイ タイ か.わる かわ.る かわ.り -がわ.り か.える よ しろ|す||substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee
令|B9 G4 S5 F804 N360 V121 H1995 DK1259 L1401 IN831 E603 P2-2-3 I2a3.9 Yling4 Yling2 Yling3|レイ|のり りょう れ||orders, ancient laws, command, decree
以|B9 G4 S5 F126 N348 V109 H41 DK25 L1028 IN46 E419 P1-2-3 I0a5.1 Yyi3|イ もっ.て|もち||by means of, because, in view of, compared with
仨|B9 S5 P1-2-3 Ysa1|サ|||
仫|B9 S5 Ymu4||||tribe
仭|B9 S5 V117 P1-2-3 Yren4|ジン はか.る|||fathom
仮|B9 G5 S6 F1039 N382 V144 H50 DK34 L966 IN1049 E625 P1-2-4 I2a4.15 Yjia3 Yjia4|カ ケ かり かり-|||sham, temporary, interim, assumed (name), informal
仯|B9 S6 P1-2-4 Ychao4|ソウ ショウ ビョウ ミョウ ちい.さい|||
仰|B9 G8 S6 F1573 N375 V137 H48 DK32 L1701 IN1056 E1173 P1-2-4 I2a4.10 Yyang3|ギョウ コウ あお.ぐ おお.せ お.っしゃる おっしゃ.る|||face-up, look up, depend, seek, respect, rever, drink, take
仱|B9 S6 P1-2-4 Yqian2|ケン キョウ キン ゴン ほ.こる つつし.む|||
仲|B9 G4 S6 F919 N378 V140 H43 DK27 L956 IN1347 E934 P1-2-4 I2a4.7 Yzhong4|チュウ なか|ちゅん つづき なかつ||go-between, relationship
仳|B9 S6 P1-2-4 Ypi3|ヒ わか.れる|||separate, part company
仵|B9 S6 P1-2-4 Ywu3|コ あ.たる あえて さか.らう おなじ|||similar
件|B9 G5 S6 F212 N368 V130 H51 DK35 L959 IN732 E660 P1-2-4 I2a4.4 Yjian4|ケン くだん|||affair, case, matter, item
价|B9 S6 V126 P1-2-4 I2a4.11 Yjia4 Yjie4|カイ|||man with shellfish kanji
任|B9 G5 S6 F217 N374 V136 H53 DK37 L1003 IN334 E764 P1-2-4 I2a4.9 Yren4 Yren2|ニン まか.せる まか.す|さ とう ひで||responsibility, duty, term, entrust to, appoint
份|B9 S6 P1-2-4 Yfen4|ヒン フン うるわ.しい あき.らか|||portion, part, duty
仾|B9 S6 P1-2-4 Ydi1|テイ ひく.い ひく.める ひく.まる|||to hang the head, to bow the head, to droop, to lower, low, beneath
仿|B9 S6 N365 V127 P1-2-4 Yfang3|ホウ さまよ.う なら.う くら.べる|||imitate, copy, as if, stand still, wander
伀|B9 S6 P1-2-4 Yzhong1|ショウ シュ おおやけ おそ.れる|||excited
企|B9 G8 S6 F278 N373 V135 H2021 DK1276 L375 IN481 E1120 P2-2-4 I2a4.17 Yqi3 Yqi4|キ くわだ.てる たくら.む|||undertake, scheme, design, attempt, plan
伂|B9 S6 P1-2-4 Ypei4|ハイ|||
伃|B9 S6 P1-2-4 Yyu2|ヨ うつく.しい|よし||handsome
伈|B9 S6 P1-2-4 Yxin3|シン おそ.れる|||nervous, fearful
伉|B9 S6 N367 V129 P1-2-4 I2a4.12 Ykang4|コウ たぐ.い なら.ぶ|||same kind, compare with
伊|B9 G9 S6 F703 N372 V134 H49 DK33 L1161 IN2011 P1-2-4 I2a4.6 Yyi1|イ かれ|これ ただ よし いと だ||Italy, that one
伋|B9 S6 P1-2-4 Yji2|キュウ ロウ きび.しい|||deceptive
伌|B9 S6 P1-2-4 Yai4|アイ ア くる.しむ|||
伍|B9 G9 S6 F1881 N369 V131 H47 DK31 L2967 IN2013 P1-2-4 I2a4.8 Ywu3|ゴ いつつ|くみ あつむ||5, 5-man squad, file, line
伎|B9 G9 S6 N371 V133 H46 DK30 L2122 IN2012 P1-2-4 I2a4.13 Yji4|ギ キ わざ わざおぎ|||deed, skill
伏|B9 G8 S6 F1604 N377 V139 H45 DK29 L962 IN1356 E1763 P1-2-4 I2a4.1 Yfu2|フク ふ.せる ふ.す|ふし ふせ||prostrated, bend down, bow, cover, lay (pipes)
伐|B9 G8 S6 F1816 N370 V132 H42 DK26 L994 IN1509 E1707 P1-2-4 I2a4.5 Yfa2 Yfa1|バツ ハツ カ ボチ き.る そむ.く う.つ|||fell, strike, attack, punish
休|B9 G1 S6 F642 N380 V142 H52 DK36 L965 IN60 E13 P1-2-4 I2a4.2 Yxiu1|キュウ やす.む やす.まる やす.める|||rest, day off, retire, sleep
伒|B9 S6 P1-2-4 Yjin4|キン コン たす.ける|||
伕|B9 S6 P1-2-4 Yfu1|フ むすめむこ|||common laborer
伖|B9 S6 P1-2-4 Ytang3|トウ ド かねぐら|||
众|B9 S6 P1-2-4 Yzhong4|ギン ゴン おお.い|||multitude, crowd, masses, public
伙|B9 S6 P1-2-4 Yhuo3|カ ひ ほ-|||companion, colleague, utensils
会|B9 G2 S6 F4 N381 V143 H2020 DK1275 L752 IN158 E87 P2-2-4 I2a4.19 Yhui4 Ykuai4|カイ エ あ.う あ.わせる あつ.まる|あい い||meeting, meet, party, association, interview, join
伜|B9 S6 N366 V128 P1-2-4 Ycui4 Yzu2|サイ ソツ ソチ せがれ|||son, my son
伝|B9 G4 S6 F416 N379 V141 H44 DK28 L963 IN434 E553 P1-2-4 I2a4.14 Yyun2|デン テン つた.わる つた.える つた.う つだ.う -づた.い つて|つたえ||transmit, go along, walk along, follow, report, communicate, legend, tradition
伮|B9 S7 P1-2-5 Ynao2 Ynu3|ド つと.める|||to make a great effort
伯|B9 G8 S7 F1741 N397 V158 H59 DK40 L967 IN1176 E1694 P1-2-5 I2a5.7 Ybo2 Ybai3 Yba4|ハク|いき えき か き は ひろ||chief, count, earl, uncle, Brazil
估|B9 S7 N387 V148 P1-2-5 I2a5.18 Ygu1 Ygu4|コ あきな.う あた.い|||price, business, selling
伱|B9 S7 P1-2-5 Yni3|ジ ニ なんじ しかり その のみ|||thou, you
伳|B9 S7 P1-2-5 Yxie4|セツ セチ おご.る|||
伴|B9 G8 S7 F886 N396 V157 H60 DK41 L1203 IN1027 E1712 P1-2-5 I2a5.4 Yban4|ハン バン ともな.う|とも||consort, accompany, bring with, companion
伵|B9 S7 P1-2-5 Yxu4|キョク ケキ キ しず.か さび.しい|||
伶|B9 G9 S7 N388 V149 H66 DK47 L2112 IN2016 P1-2-5 I2a5.17 Yling2|レイ リョウ わざおぎ|れ||actor
伷|B9 S7 P1-2-5 Yzhou4|チュウ ちすじ よつぎ|||descendent
伸|B9 G8 S7 F730 N403 V163 H70 DK51 L1118 IN1108 E1431 P1-2-5 I2a5.3 Yshen1|シン の.びる の.ばす の.べる の.す|のぶ よぼる||expand, stretch, extend, lengthen, increase
伹|B9 S7 P1-2-5 Yqu1|ショ つたな.い|||dull, slow, unskillful
伺|B9 G8 S7 F2209 N395 V156 H69 DK50 L1864 IN1761 E1313 P1-2-5 I2a5.23 Ysi4 Yci4|シ うかが.う|||pay respects, visit, ask, inquire, question, implore
伻|B9 S7 P1-2-5 Ybeng1|ホウ ヒョウ つか.う|すき すみ とり||messenger, emissary, send emissary
似|B9 G5 S7 F923 N376 V138 H63 DK43 L1029 IN1486 E696 P1-2-5 I2a5.11 Ysi4 Yshi4|ジ に.る ひ.る|にた||becoming, resemble, counterfeit, imitate, suitable
伽|B9 G9 S7 F2323 N398 V159 DK46 L2115 IN2014 P1-2-5 I2a5.12 Yjia1 Yqie2|カ ガ キャ ギャ とぎ|||nursing, attending, entertainer
伾|B9 S7 P1-2-5 Ypi1|ヒ ハイ ヘ おお.い|||mighty
佀|B9 S7 P1-2-5 Ysi4 Yshi4|ジ に.る ひ.る|||resemble
佂|B9 S7 P1-2-5 Yzheng1 Yzheng4|セイ ショウ おそれあわ.てる|||
佃|B9 G9 S7 F2193 N390 V151 L2111 P1-2-5 I2a5.2 Ydian4 Ytian2|テン デン つくだ|||cultivated rice field
但|B9 G8 S7 F2404 N394 V154 H72 DK53 L953 IN1927 E1559 P1-2-5 I2a5.14 Ydan4|タン ただ.し|たじ||however, but
佇|B9 S7 N391 V152 P1-2-5 I2a5.16 Yzhu4|チョ たたず.む|||stop, linger, appearance, figure, bearing
佈|B9 S7 P1-2-5 Ybu4|ホ フ あまね.し|||spread, publicize, announce
佉|B9 S7 P1-2-5 Yqu1|キョ コ キャ カ|||surname, name of a divine being, (transliteration of Sanskrit "kh")
佋|B9 S7 P1-2-5 Yshao4|ショウ たす.ける|||continue, carry on, hand down, to join
佌|B9 S7 P1-2-5 Yci3|シ ちい.さい|||small
位|B9 G4 S7 F276 N401 V162 H61 DK42 L955 IN122 E421 P1-2-5 I2a5.1 Ywei4|イ くらい ぐらい|ぞき||rank, grade, throne, crown, about, some
低|B9 G4 S7 F435 N406 V166 H73 DK54 L1831 IN561 E548 P1-2-5 I2a5.15 Ydi1|テイ ひく.い ひく.める ひく.まる|||lower, short, humble
住|B9 G3 S7 F270 N404 V164 H64 DK44 L954 IN156 E310 P1-2-5 I2a5.19 Yzhu4|ジュウ ヂュウ チュウ す.む す.まう -ず.まい|し じゅ すみ||dwell, reside, live, inhabit
佐|B9 G8 S7 F474 N392 V155 H67 DK48 L952 IN1744 E1283 P1-2-5 I2a5.9 Yzuo3|サ|すけ||assistant, help
佑|B9 G9 S7 F2250 N389 V150 H74 DK55 L2126 IN2015 P1-2-5 I2a5.8 Yyou4|ユウ ウ たす.ける|すけ たすく ゆ||help, assist
佒|B9 S7 P1-2-5 Yyang1|ヨウ オウ あお.ぐ あおむ.け たの.しむ|||
体|B9 G2 S7 F88 N405 V165 H71 DK52 L957 IN61 E165 P1-2-5 I2a5.6 Yti3 Yben4|タイ テイ からだ かたち|なり||body, substance, object, reality, counter for images
佔|B9 S7 P1-2-5 Yzhan4|チン セン テン みる うかが.う し.める|||occupy by force, usurp, possess
何|B9 G2 S7 F340 N409 V169 H65 DK45 L1012 IN390 E80 P1-2-5 I2a5.21 Yhe2 Yhe4|カ なに なん なに- なん-|あが||what
佖|B9 S7 P1-2-5 Ybi4|ヒツ ビチ ただ.しい なら.ぶ|||
佗|B9 S7 N386 V160 P1-2-5 Ytuo2|タ イ わび.しい わび ほか わ.びる|||proud, lonely
佘|B9 S7 P1-2-5 Yshe2|シャ|||surname
余|B9 G5 S7 F680 N408 V168 H2042 DK1289 L1657 IN1063 E800 P2-2-5 I2a5.24 Yyu2 Ytu2|ヨ あま.る あま.り あま.す あんま.り|あまる||too much, myself, surplus, other, remainder
佚|B9 S7 N393 V153 H62 P1-2-5 I2a5.5 Yyi4 Ydie2|イツ テツ たのし.む のが.れる|||lost, hide, peace, mistake, beautiful, in turn
佛|B9 G10 S7 N385 V146 H75 P1-2-5 Yfo2 Yfu2|ブツ フツ ほとけ|さらぎ||France
作|B9 G2 S7 F103 N407 V167 H68 DK49 L1142 IN360 E127 P1-2-5 I2a5.10 Yzuo1 Yzuo4 Yzuo2|サク サ つく.る つく.り -づく.り|くり さか さっ づくり とも なお はぎ まさか||make, production, prepare, build
佝|B9 S7 V147 P1-2-5 I2a5.22 Ykou4|コウ ク せむし|||foolish, stopped over
佞|B38 S7 N400 V161 P1-2-5 I2a5.20 Yning4|ネイ おもね.る よこしま|||flattery, insincerity
佟|B9 S7 P1-2-5 Ytong2|トウ ズ|||name
你|B9 S7 P1-2-5 Yni3|ジ ニ なんじ しかり その のみ|||you, second person pronoun
佣|B9 S7 P1-2-5 Yyong4 Yyong1|ヨウ|||commission fee
佩|B9 S8 N420 V186 P1-2-6 I2a6.21 Ypei4|ハイ は.く お.びる おびだま|||wear, put on (a sword)
佪|B9 S8 N413 V179 P1-2-6 Yhuai2|カイ エ さまよ.う|||hesitate, go around
佬|B9 S8 P1-2-6 Ylao3|リョウ ロ ロウ おお.きい|||(Cantonese) man, person, mature
佮|B9 S8 P1-2-6 Yge2|コウ あ.わせる|||
佯|B9 S8 N419 V185 P1-2-6 I2a6.18 Yyang2|ヨウ いつわ.る|||pretend, feign, false, deceitful
佰|B9 S8 N410 V174 P1-2-6 I2a6.19 Ybai3|ヒャク ハク おさ|||100, hundred, leader of 100 men, east-west path between paddies
佱|B9 S8 P2-2-6 Yfa3|ホウ ふらん のり|||
佳|B9 G8 S8 F1643 N429 V194 H86 DK63 L970 IN1462 E1044 P1-2-6 I2a6.10 Yjia1|カ|けい よし||excellent, beautiful, good, pleasing, skilled
併|B9 G8 S8 F966 N425 V190 H83 DK60 L1030 IN1162 E1774 P1-2-6 I2a6.17 Ybing4|ヘイ あわ.せる|||join, get together, unite, collective
佶|B9 S8 N418 V184 P1-2-6 I2a6.15 Yji2|キツ キチ|||healthy, correct
佷|B9 S8 P1-2-6 Yheng2|コン コウ ギン もと.る|||to act contrary to
佸|B9 S8 P1-2-6 Yhuo2|カツ ガチ あ.う あつ.まる つと.める いた.る|||meet
佹|B9 S8 P1-2-6 Ygui3|キ かさ.なる よ.る もと.る ささ.える|||depend upon, support, go against, (variant deceive)
佺|B9 S8 P1-2-6 Yquan2|セン|||fairy
佻|B9 S8 N412 V178 P1-2-6 I2a6.8 Ytiao1 Ytiao2|チョウ ジョウ ヨウ かる.い|||frivolity
佼|B9 S8 V175 L2109 P1-2-6 I2a6.16 Yjiao3 Yjia3|キョウ コウ こう.す うつく.しい|||beautiful, clever, deceive, sly
佽|B9 S8 P1-2-6 Yci4|シ すばしこい なら.ぶ たす.ける およ.び かわるがわる|とし||aid, help
佾|B9 S8 P1-2-6 Yyi4|イツ イチ やす.い やす.んずる|||row or file of dancers
使|B9 G3 S8 F219 N432 V196 H90 DK68 L990 IN331 E287 P1-2-6 I2a6.2 Yshi3 Yshi4|シ つか.う つか.い -つか.い -づか.い|||use
侁|B9 S8 P1-2-6 Yshen1|シン い.く つか.い|||crowd
侂|B9 S8 P1-2-6 Ytuo1|タク よ.せる たの.む|||to commission, to entrust to, to depute, to request, to ask
侃|B9 G9 S8 N416 V182 DK65 L2123 IN2017 P1-2-6 I2a6.12 Ykan3|カン つよ.い|あきら ただし||strong, just, righteous, peace-loving
侄|B9 S8 P1-2-6 Yzhi2|シツ シチ テツ かた.い おろ.か とど.まる|||nephew
侅|B9 S8 P1-2-6 Ygai1 Ykai1|カイ むせ.ぶ|||to give, prepared for included in, embraced in
來|B9 G10 S8 N204 V173 H3570 P4-8-3 Ylai2|ライ タイ く.る きた.る きた.す き.たす き.たる|||come, due, next, cause, become
侈|B9 S8 N414 V180 P1-2-6 I2a6.6 Ychi3|シ おご.る|||luxury, pride
侉|B9 S8 P1-2-6 Ykua1 Ykua3|カ ケ ア おご.る ほこ.る|||
侊|B9 S8 P1-2-6 Yguang1|コウ さかん|て.る みつ||big
例|B9 G4 S8 F399 N428 V193 H89 DK67 L972 IN612 E605 P1-2-6 I2a6.7 Yli4|レイ たと.える|||example, custom, usage, precedent
侌|B9 S8 P2-2-6 Yyin1|イン かげ かげ.る|||
侍|B9 G8 S8 F1939 N427 V192 H85 DK62 L976 IN571 E1326 P1-2-6 I2a6.11 Yshi4|ジ シ さむらい はべ.る|かみ||waiter, samurai, wait upon, serve
侎|B9 S8 P1-2-6 Ymi3|ビ ミ いつく.しむ|||to soothe, to pacify, to settle, to establish
侏|B9 S8 N417 V183 P1-2-6 I2a6.4 Yzhu1|シュ|||actor, supporting post
侐|B9 S8 P1-2-6 Yxu4|キョク ケキ キ しず.か さび.しい|||quiet
侑|B9 G9 S8 N411 V177 H91 DK69 L3002 IN2018 P1-2-6 I2a6.5 Yyou4|ユウ ウ すす.める たす.ける|あつむ すすむ ゆき ゆ||urge to eat
侒|B9 S8 P1-2-6 Yan1|アン やす.らか|||
侓|B9 S8 P1-2-6 Ylu4|ロツ ロチ おお.きい|||
侔|B9 S8 P1-2-6 Ymou2|ボウ ム ひと.しい そろ.う したが.う つと.める と.る はか.る|||equal
侖|B9 S8 V176 P2-2-6 I2a6.25 Ylun2|リン ロン おも.う|||think, be methodical
侗|B9 S8 P1-2-6 Ydong4|トウ ツ ズ おろ.か いた.む かたち なおい まこと つつし.む|||big, ignorant, rude, rustic
侘|B9 S8 N415 V181 P1-2-6 I2a6.14 Ycha4|タ わび.しい ほこ.る わ.びる|||proud, lonely
侙|B9 S8 P1-2-6 Ychi4|チョク チキ おそ.れる|||
侚|B9 S8 P1-2-6 Yxun4|シュン すみ.やか しめ.す とな.える ふか.い つか.う|||fast
供|B9 G6 S8 F313 N431 V195 H88 DK66 L1796 IN197 E839 P1-2-6 I2a6.13 Ygong1 Ygong4|キョウ ク クウ グ そな.える とも -ども|||submit, offer, present, serve (meal), accompany
依|B9 G8 S8 F906 N426 V191 H84 DK61 L971 IN678 E1001 P1-2-6 I2a6.1 Yyi1|イ エ よ.る|よ より||reliant, depend on, consequently, therefore, due to
侞|B9 S8 P1-2-6 Yru3|ジョ ニョ ひと.しい したがえな.らす|||
侟|B9 S8 P1-2-6 Yjian4|セン|||
侠|B9 S8 F2385 N445 V171 L2107 P1-2-6 Yxia2|キョウ きゃん おとこだて|||tomboy, chivalry
価|B9 G5 S8 F250 N422 V188 H87 DK64 L1603 IN421 E626 P1-2-6 I2a6.3 Yjia4 Yjie4|カ ケ あたい|||value, price
侫|B38 S8 V172 P1-2-6 Yning4|ネイ おもね.る よこしま|||flattery, insincerity
侭|B9 S8 V170 L2125 P1-2-6 Yjin3 Yjin4|ジン まま ことごとく|||as it is, because
侮|B9 G8 S8 F2004 N421 V187 H82 DK59 L989 IN1736 E1760 P1-2-6 I2a6.20 Ywu3|ブ あなど.る あなず.る|||scorn, despise, make light of, contempt
侯|B9 G8 S9 F2363 N443 V211 H98 DK74 L1639 IN1924 E1256 P1-2-7 I2a7.21 Yhou2 Yhou4|コウ|||marquis, lord, daimyo
侲|B9 S8 P1-2-6 Yzhen4|シン わらべ よいわらべ うまかい はした.め|||
侵|B9 G8 S9 F1025 N452 V218 H101 DK76 L1148 IN1077 E1433 P1-2-7 I2a7.15 Yqin1|シン おか.す|||encroach, invade, raid, trespass, violate
侶|B9 G9 S9 N440 V205 L2121 P1-2-7 I2a7.13 Ylu:3|リョ ロ とも|||companion, follower
侷|B9 S8 P1-2-6 Yju2|キョク ゴク たけがひく.い せま.る|||narrow, cramped, confined
侹|B9 S8 P1-2-6 Yting3|テイ ジョウ チョウ おとこぎ なおい つつし.む|||
侻|B9 S9 P1-2-7 Ytuo1|タツ タチ タイ テ かなう よい てがる たやす.い かる.い|||
侼|B9 S9 P1-2-7 Ybo2|ホツ ボチ つよ.い うら.む|||
侽|B9 S9 P1-2-7 Ynan2|ダン ナン おとこ お|||
侾|B9 S9 P1-2-7 Yhao1|コウ キョウ おお.きい|||
便|B9 G4 S9 F729 N450 V219 H95 DK71 L991 IN330 E582 P1-2-7 I2a7.5 Ybian4 Ypian2|ベン ビン たよ.り|||convenience
